date_time
2005-11-06 12:00:00
2005-11-07 12:00:00
2005-11-08 12:00:00
2005-11-09 12:00:00
2005-11-10 12:00:00
2005-11-11 12:00:00
2005-11-12 12:00:00
2005-11-13 12:00:00
2005-11-14 12:00:00
2005-11-15 12:00:00
2005-11-16 12:00:00
2005-11-17 12:00:00
2005-11-18 12:00:00
2005-11-19 12:00:00
2005-11-20 12:00:00
2005-11-21 12:00:00
2005-11-22 12:00:00
2005-11-23 12:00:00
2005-11-24 12:00:00
2005-11-25 12:00:00
2005-11-26 12:00:00
2005-11-27 12:00:00
2005-11-28 12:00:00
2005-11-29 12:00:00
2005-11-30 12:00:00
2005-12-01 12:00:00
2005-12-02 12:00:00
2005-12-03 12:00:00
2005-12-04 12:00:00
2005-12-05 12:00:00
2005-12-06 12:00:00
2005-12-07 12:00:00
2005-12-08 12:00:00
2005-12-09 12:00:00
2005-12-10 12:00:00
2005-12-11 12:00:00
2005-12-12 12:00:00
2005-12-13 12:00:00
2005-12-14 12:00:00
2005-12-15 12:00:00
2005-12-16 12:00:00
2005-12-17 12:00:00
2005-12-18 12:00:00
2005-12-19 12:00:00
2005-12-20 12:00:00
2005-12-21 12:00:00
2005-12-22 12:00:00
2005-12-23 12:00:00
2005-12-24 12:00:00
2005-12-25 12:00:00
2005-12-26 12:00:00
2005-12-27 12:00:00
2005-12-28 12:00:00
2005-12-29 12:00:00
2005-12-30 12:00:00
2005-12-31 12:00:00
2006-01-01 12:00:00
2006-01-02 12:00:00
2006-01-03 12:00:00
2006-01-04 12:00:00
2006-01-05 12:00:00
2006-01-06 12:00:00
2006-01-07 12:00:00
2006-01-08 12:00:00
2006-01-09 12:00:00
2006-01-10 12:00:00
2006-01-11 12:00:00
2006-01-12 12:00:00
2006-01-13 12:00:00
2006-01-14 12:00:00
2006-01-15 12:00:00
2006-01-16 12:00:00
2006-01-17 12:00:00
2006-01-18 12:00:00
2006-01-19 12:00:00
2006-01-20 12:00:00
2006-01-21 12:00:00
2006-01-22 12:00:00
2006-01-23 12:00:00
2006-01-24 12:00:00
2006-01-25 12:00:00
2006-01-26 12:00:00
2006-01-27 12:00:00
2006-01-28 12:00:00
2006-01-29 12:00:00
2006-01-30 12:00:00
2006-01-31 12:00:00
2006-02-01 12:00:00
2006-02-02 12:00:00
2006-02-03 12:00:00
2006-02-04 12:00:00
2006-02-05 12:00:00
2006-02-06 12:00:00
2006-02-07 12:00:00
2006-02-08 12:00:00
2006-02-09 12:00:00
2006-02-10 12:00:00
2006-02-11 12:00:00
2006-02-12 12:00:00
2006-02-13 12:00:00
2006-02-14 12:00:00
2006-02-15 12:00:00
2006-02-16 12:00:00
2006-02-17 12:00:00
2006-02-18 12:00:00
2006-02-19 12:00:00
2006-02-20 12:00:00
2006-02-21 12:00:00
2006-02-22 12:00:00
2006-02-23 12:00:00
2006-02-24 12:00:00
2006-02-25 12:00:00
2006-02-26 12:00:00
2006-02-27 12:00:00
2006-02-28 12:00:00
2006-03-01 12:00:00
2006-03-02 12:00:00
2006-03-03 12:00:00
2006-03-04 12:00:00
2006-03-05 12:00:00
2006-03-06 12:00:00
2006-03-07 12:00:00
2006-03-08 12:00:00
2006-03-09 12:00:00
2006-03-10 12:00:00
2006-03-11 12:00:00
2006-03-12 12:00:00
2006-03-13 12:00:00
2006-03-14 12:00:00
2006-03-15 12:00:00
2006-03-16 12:00:00
2006-03-17 12:00:00
2006-03-18 12:00:00
2006-03-19 12:00:00
2006-03-20 12:00:00
2006-03-21 12:00:00
2006-03-22 12:00:00
2006-03-23 12:00:00
2006-03-24 12:00:00
2006-03-25 12:00:00
2006-03-26 12:00:00
2006-03-27 12:00:00
2006-03-28 12:00:00
2006-03-29 12:00:00
2006-03-30 12:00:00
2006-03-31 12:00:00
2006-04-01 12:00:00
2006-04-02 12:00:00
2006-04-03 12:00:00
