date_time
2005-11-06 12:00:00
2005-11-13 12:00:00
2005-11-20 12:00:00
2005-11-27 12:00:00
2005-12-04 12:00:00
2005-12-11 12:00:00
2005-12-18 12:00:00
2005-12-25 12:00:00
2006-01-01 12:00:00
2006-01-08 12:00:00
2006-01-15 12:00:00
2006-01-22 12:00:00
2006-01-29 12:00:00
2006-02-05 12:00:00
2006-02-12 12:00:00
2006-02-19 12:00:00
2006-02-26 12:00:00
2006-03-05 12:00:00
2006-03-12 12:00:00
2006-03-19 12:00:00
2006-03-26 12:00:00
2006-04-02 12:00:00
2006-04-09 12:00:00
2006-04-16 12:00:00
2006-04-23 12:00:00
2006-04-30 12:00:00
2006-05-07 12:00:00
2006-05-14 12:00:00
2006-05-21 12:00:00
2006-05-28 12:00:00
2006-06-04 12:00:00
2006-06-11 12:00:00
2006-06-18 12:00:00
2006-06-25 12:00:00
2006-07-02 12:00:00
2006-07-09 12:00:00
2006-07-16 12:00:00
2006-07-23 12:00:00
2006-07-30 12:00:00
2006-08-06 12:00:00
2006-08-13 12:00:00
2006-08-20 12:00:00
2006-08-27 12:00:00
2006-09-03 12:00:00
2006-09-10 12:00:00
2006-09-17 12:00:00
2006-09-24 12:00:00
2006-10-01 12:00:00
2006-10-08 12:00:00
2006-10-15 12:00:00
2006-10-22 12:00:00
2006-10-29 12:00:00
2006-11-05 12:00:00
2006-11-12 12:00:00
2006-11-19 12:00:00
2006-11-26 12:00:00
2006-12-03 12:00:00
2006-12-10 12:00:00
2006-12-17 12:00:00
2006-12-24 12:00:00
2006-12-31 12:00:00
2007-01-07 12:00:00
2007-01-14 12:00:00
2007-01-21 12:00:00
2007-01-28 12:00:00
2007-02-04 12:00:00
2007-02-11 12:00:00
2007-02-18 12:00:00
2007-02-25 12:00:00
2007-03-04 12:00:00
2007-03-11 12:00:00
2007-03-18 12:00:00
2007-03-25 12:00:00
2007-04-01 12:00:00
2007-04-08 12:00:00
2007-04-15 12:00:00
2007-04-22 12:00:00
2007-04-29 12:00:00
2007-05-06 12:00:00
2007-05-13 12:00:00
2007-05-20 12:00:00
2007-05-27 12:00:00
2007-06-03 12:00:00
2007-06-10 12:00:00
2007-06-17 12:00:00
2007-06-24 12:00:00
2007-07-01 12:00:00
2007-07-08 12:00:00
2007-07-15 12:00:00
2007-07-22 12:00:00
2007-07-29 12:00:00
2007-08-05 12:00:00
2007-08-12 12:00:00
2007-08-19 12:00:00
2007-08-26 12:00:00
2007-09-02 12:00:00
2007-09-09 12:00:00
2007-09-16 12:00:00
2007-09-23 12:00:00
2007-09-30 12:00:00
2007-10-07 12:00:00
2007-10-14 12:00:00
2007-10-21 12:00:00
2007-10-28 12:00:00
2007-11-04 12:00:00
2007-11-11 12:00:00
2007-11-18 12:00:00
2007-11-25 12:00:00
2007-12-02 12:00:00
2007-12-09 12:00:00
2007-12-16 12:00:00
2007-12-23 12:00:00
2007-12-30 12:00:00
2008-01-06 12:00:00
2008-01-13 12:00:00
2008-01-20 12:00:00
2008-01-27 12:00:00
2008-02-03 12:00:00
2008-02-10 12:00:00
2008-02-17 12:00:00
2008-02-24 12:00:00
2008-03-02 12:00:00
2008-03-09 12:00:00
2008-03-16 12:00:00
2008-03-23 12:00:00
2008-03-30 12:00:00
2008-04-06 12:00:00
2008-04-13 12:00:00
2008-04-20 12:00:00
2008-04-27 12:00:00
2008-05-04 12:00:00
2008-05-11 12:00:00
2008-05-18 12:00:00
2008-05-25 12:00:00
2008-06-01 12:00:00
2008-06-08 12:00:00
2008-06-15 12:00:00
2008-06-22 12:00:00
2008-06-29 12:00:00
2008-07-06 12:00:00
2008-07-13 12:00:00
2008-07-20 12:00:00
2008-07-27 12:00:00
2008-08-03 12:00:00
2008-08-10 12:00:00
2008-08-17 12:00:00
2008-08-24 12:00:00
2008-08-31 12:00:00
2008-09-07 12:00:00
2008-09-14 12:00:00
2008-09-21 12:00:00
2008-09-28 12:00:00
2008-10-05 12:00:00
2008-10-12 12:00:00
2008-10-19 12:00:00
2008-10-26 12:00:00
